id,host_id,host_response_time,host_response_rate,neighbourhood_cleansed,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,weekly_price,monthly_price,cleaning_fee,guests_included,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,last_review,review_scores_rating,reviews_per_month
484836,2396890,within a few hours,1,De Baarsjes - Oud-West,Amsterdam,1057,52.37066,4.86025,Apartment,Entire home/apt,4,1,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Children?ôs books and toys"",Crib,""Pack ?ôn Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",Other}",140,470,1659,40,3,3,100,53,2,43508,97,0.65
485237,2402296,within a few hours,1,Slotervaart,Amsterdam,1064,52.36402,4.83034,Condominium,Entire home/apt,2,1.5,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Hot water"",""Luggage dropoff allowed"",""Host greets you"",""Lake access""}",75,,,60,4,1,30,31,14,43400,97,0.38
489418,2418579,N/A,N/A,Bos en Lommer,Amsterdam,1056,52.37594,4.8501,Apartment,Entire home/apt,5,1,2,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Breakfast,Heating,""Family/kid friendly"",Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}",79,,,35,2,2,14,96,0,42007,88,1.17
494433,907405,within a day,1,De Baarsjes - Oud-West,Amsterdam,1057,52.36852,4.85231,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,""Paid parking off premises"",Heating,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",""Hot water""}",90,,,35,1,4,16,17,4,43513,99,0.21
495862,2449055,within a few hours,1,De Baarsjes - Oud-West,Amsterdam,1054,52.36165,4.87311,Apartment,Entire home/apt,4,2,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Heating,Washer,Dryer,Hangers,Iron,""translation missing: en.hosting_amenity_50""}",400,,,60,4,4,1125,11,0,42863,100,0.16
496953,2453971,within a few hours,1,De Baarsjes - Oud-West,Amsterdam,1053,52.36159,4.87663,Loft,Entire home/apt,4,2,3,6,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Private living room"",""Children?ôs books and toys"",""Hot water"",""Bed linens"",Other}",350,,,50,4,2,21,29,4,43465,97,0.36
498514,2460925,within an hour,1,De Pijp - Rivierenbuurt,Amsterdam,1079,52.34072,4.91,Apartment,Entire home/apt,3,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",Keypad,Crib,""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Paid parking on premises""}",140,720,,0,2,3,60,24,10,43520,98,0.31
503629,2483843,within a few hours,1,Zuid,Amsterdam,1071,52.35364,4.87824,Apartment,Entire home/apt,5,1,3,3,Real Bed,"{Wifi,Kitchen,""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",Bathtub,""Changing table"",""High chair"",""Stair gates"",""Children?ôs books and toys"",""Babysitter recommendations"",""Room-darkening shades"",""Children?ôs dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",117,710,2500,50,2,4,22,9,0,42968,96,0.13
505012,1645998,within a day,1,Centrum-Oost,Amsterdam,1017,52.36402,4.88758,Apartment,Entire home/apt,4,1,3,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",""Laptop friendly workspace"",Bathtub,""Game console"",""Host greets you""}",299,1850,6000,85,5,3,30,55,6,43459,94,0.71
505650,2492723,within a few hours,0.9,Zuid,Amsterdam,1071,52.355,4.87611,Apartment,Private room,3,1,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics""}",140,,,35,2,3,21,103,31,43481,99,1.32
505804,2493425,within an hour,1,Westerpark,Amsterdam,1052 BH,52.3848,4.87726,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Wifi,Kitchen,""Paid parking off premises"",""Buzzer/wireless intercom"",Heating,Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",Other}",78,450,1200,,2,5,10,90,11,43509,97,1.11
507598,2501656,within a few hours,0.82,Centrum-West,Amsterdam,1016,52.37862,4.87944,Apartment,Entire home/apt,5,1,2,3,Real Bed,"{TV,Internet,Wifi,Kitchen,""Paid parking off premises"",""Smoking allowed"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",Bathtub,""Hot water"",""Bed linens"",""Host greets you""}",400,,,25,4,2,60,59,8,43513,94,0.73
510836,1826139,within a few hours,1,Centrum-West,Amsterdam,1013,52.38037,4.89359,Serviced apartment,Entire home/apt,7,3.5,5,8,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Children?ôs books and toys"",""Pack ?ôn Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",700,,,130,7,7,1124,108,5,43413,97,1.48
513743,2531171,within an hour,1,Oostelijk Havengebied - Indische Buurt,Amsterdam,1019,52.37593,4.9398,Houseboat,Entire home/apt,6,2.5,4,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Host greets you""}",580,,,0,4,3,14,35,0,43012,98,0.43
514946,2536209,within an hour,1,Watergraafsmeer,Amsterdam,1098,52.35502,4.93512,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",120,,,,2,5,60,6,0,42372,100,0.09
515088,2536879,within a day,1,Noord-Oost,Amsterdam,1028,52.3955,4.99576,Apartment,Private room,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance"",""High chair"",""Children?ôs books and toys"",Crib,""Room-darkening shades"",""Children?ôs dinnerware"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Host greets you"",Waterfront}",139,,,0,2,2,21,1,1,43307,,0.13
515921,2541099,within a day,0.5,Zuid,Amsterdam,1075 VM,52.35089,4.85352,Apartment,Entire home/apt,4,1,2,1,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Outlet covers"",""Baby bath"",""Changing table"",""High chair"",""Children?ôs books and toys"",""Children?ôs dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",Other,Waterfront,""Handheld shower head""}",155,,,35,2,2,30,65,8,43467,83,0.79
517092,2041793,N/A,N/A,De Baarsjes - Oud-West,Amsterdam,1058 VP,52.36138,4.85545,Apartment,Entire home/apt,5,1,4,3,Real Bed,"{TV,Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Laptop friendly workspace"",""Private entrance"",""Baby monitor"",Bathtub,""Baby bath"",""Changing table"",""High chair"",""Children?ôs books and toys"",Crib,""Children?ôs dinnerware""}",135,,,,1,6,6,0,0,,,
517996,2550339,a few days or more,0,Centrum-West,Amsterdam,1015,52.37813,4.88594,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",Heating,""Smoke detector"",""Fire extinguisher"",Essentials,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",Other}",160,,,45,1,3,1125,18,3,43360,97,0.23
522471,2569931,N/A,N/A,Bos en Lommer,Amsterdam,1055,52.37762,4.85285,Apartment,Entire home/apt,4,1.5,3,3,Real Bed,"{TV,Wifi,Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector""}",180,,,60,1,7,365,21,2,43312,99,0.3
528022,2594559,within a few hours,0.91,Westerpark,Amsterdam,1013,52.39139,4.88874,Boat,Private room,2,1,1,1,Real Bed,"{Wifi,""Smoking allowed"",Heating,""Family/kid friendly"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",""Dishes and silverware"",""Luggage dropoff allowed"",""Host greets you"",Waterfront}",110,550,1800,25,1,2,30,144,75,43527,97,4.89
528227,2422197,within a day,0.5,Centrum-Oost,Amsterdam,1018 XX,52.36204,4.90543,Apartment,Entire home/apt,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Elevator,Heating,Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Laptop friendly workspace""}",127,750,1700,60,2,35,100,28,1,43177,98,0.34
528594,2597146,within an hour,1,Slotervaart,Amsterdam,1065 AP,52.35867,4.82476,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Paid parking off premises"",""Pets live on this property"",Cat(s),Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",""High chair"",""Babysitter recommendations"",Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Host greets you""}",80,,,30,2,1,1125,72,3,43225,96,0.9
530136,2604093,within a few hours,1,Centrum-Oost,Amsterdam,1074,52.36021,4.89934,Apartment,Private room,1,1.5,1,1,Real Bed,"{Wifi,""Paid parking off premises"",Heating,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}",55,,,10,1,2,3,309,29,43506,92,3.79
533623,2622306,N/A,N/A,Zuid,Amsterdam,1077,52.34522,4.8743,Apartment,Entire home/apt,3,1,2,2,Real Bed,"{TV,Internet,Wifi,Kitchen,Breakfast,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",150,,,30,3,3,20,39,8,43399,97,0.7
537321,2639261,within a day,1,De Baarsjes - Oud-West,Amsterdam,1056,52.37306,4.86193,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,""Buzzer/wireless intercom"",Heating,Washer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Host greets you""}",125,,,10,4,3,1125,26,10,43500,98,0.73
538723,356740,within a day,1,Watergraafsmeer,Amsterdam,1098,52.35541,4.93876,Condominium,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Children?ôs books and toys"",""Hot water"",""Host greets you""}",140,,,,1,4,20,51,7,43468,97,0.63
539036,82145,N/A,N/A,Centrum-Oost,Amsterdam,1018,52.36266,4.90977,Boat,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,Dryer}",288,,,60,2,3,1125,58,7,43304,85,0.73
539579,1305208,within a day,1,De Baarsjes - Oud-West,Amsterdam,1057,52.36929,4.85879,Guest suite,Private room,2,0.5,1,1,Real Bed,"{Wifi,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Coffee maker"",Refrigerator,""Luggage dropoff allowed"",""Step-free access"",""Well-lit path to entrance"",""Host greets you""}",65,350,,18,1,2,14,163,44,43527,94,2.08
539700,2651853,N/A,N/A,De Baarsjes - Oud-West,Amsterdam,1057,52.36967,4.85987,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Pets allowed"",""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",95,400,,45,2,4,30,20,0,42675,92,0.25
540194,746739,within a day,1,Centrum-West,Amsterdam,1015,52.38049,4.88743,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Baby bath"",""Changing table"",""High chair"",""Children?ôs books and toys"",Crib,""Hot water"",""Host greets you""}",250,,,60,1,5,30,16,3,43401,100,0.2
543930,2674073,N/A,N/A,Oud-Oost,Amsterdam,1093,52.3639,4.92542,Apartment,Entire home/apt,4,1,2,4,Real Bed,"{TV,Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Children?ôs books and toys"",""Hot water"",Other}",139,750,,50,4,4,21,7,1,43311,100,0.09
543932,2303229,within a few hours,1,Westerpark,Amsterdam,1052,52.37472,4.87233,Loft,Entire home/apt,4,1,1,2,Real Bed,"{TV,Internet,Wifi,Kitchen,Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Host greets you""}",295,720,2880,50,2,3,30,107,5,43468,93,1.32
544506,2677807,within an hour,1,Bos en Lommer,Amsterdam,1056 EP,52.37508,4.85753,Apartment,Entire home/apt,4,1,1,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""High chair"",Crib,""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Disabled parking spot"",""Step-free access"",""Wide doorway"",""Accessible-height bed"",""Step-free access"",""Step-free access"",""Wide entryway"",""Host greets you"",""Handheld shower head"",""Paid parking on premises"",""Electric profiling bed""}",200,,,,1,4,30,50,12,43470,98,0.64
546221,2673467,within a day,1,Centrum-Oost,Amsterdam,1011,52.36842,4.90142,Boat,Entire home/apt,4,1,2,4,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Hot water"",""Host greets you""}",199,,,,2,2,365,191,6,43462,97,2.43
547578,1725335,within a few hours,1,Geuzenveld - Slotermeer,Amsterdam,1064,52.37306,4.83479,Bed and breakfast,Private room,2,1,1,1,Real Bed,"{Wifi,Breakfast,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Private entrance"",""Hot water"",""Bed linens"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Accessible-height bed"",Waterfront,""Handheld shower head""}",87,,,0,2,2,7,8,0,42374,100,0.1
547708,1725335,within a few hours,1,Geuzenveld - Slotermeer,Amsterdam,1064,52.37311,4.83315,Bed and breakfast,Private room,2,1,1,1,Real Bed,"{Wifi,""Free parking on premises"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Private entrance""}",95,,,0,2,2,7,0,0,,,
549310,2699033,within a few hours,1,De Baarsjes - Oud-West,Amsterdam,1056,52.37234,4.86229,Apartment,Entire home/apt,6,2,3,4,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Paid parking off premises"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""High chair"",""Stair gates"",""Children?ôs books and toys"",""Room-darkening shades"",""Children?ôs dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Wide hallway clearance"",""Flat path to front door"",""Well-lit path to entrance"",""Wide doorway"",""Step-free access"",""Wide doorway"",""Bathtub with bath chair"",""Step-free access"",""Wide entryway"",""Host greets you"",""Paid parking on premises""}",230,700,2400,50,3,1,21,34,12,43466,91,0.77
550783,2707013,N/A,N/A,De Baarsjes - Oud-West,Amsterdam,1052,52.37296,4.87374,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",110,675,,,1,2,1125,23,0,42440,95,0.54
551606,2710951,a few days or more,0,Oostelijk Havengebied - Indische Buurt,Amsterdam,1019,52.37245,4.95088,House,Entire home/apt,4,2,3,4,Real Bed,"{Internet,Wifi,Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo}",299,2200,4900,50,1,3,45,46,0,42978,91,0.65
552145,2460631,N/A,N/A,De Baarsjes - Oud-West,Amsterdam,1057,52.36694,4.85033,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials}",50,,,,2,5,30,18,0,43164,96,0.22
555225,2727759,N/A,N/A,Westerpark,Amsterdam,1052,52.37823,4.87284,Apartment,Entire home/apt,2,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,Iron}",125,,,40,1,2,28,10,0,43009,98,0.24
555399,1829820,within a few hours,1,De Baarsjes - Oud-West,Amsterdam,1053,52.37276,4.87285,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{Kitchen,""Smoking allowed"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials}",120,600,1400,30,2,1,30,22,0,42155,95,0.27
556829,2737834,within a few hours,1,Buitenveldert - Zuidas,Amsterdam,1082,52.3358,4.86706,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Breakfast,""Free street parking"",Heating,Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water"",""Paid parking on premises""}",99,600,1500,,1,3,1125,19,3,43401,92,0.24
561297,72249,within an hour,1,Centrum-West,Amsterdam,1016 XA,52.36838,4.87796,Apartment,Private room,1,1.5,2,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",129,600,2400,40,1,1,30,12,2,43504,97,0.2
561713,2761838,N/A,N/A,Oud-Oost,Amsterdam,1093,52.36075,4.93127,Apartment,Entire home/apt,4,1.5,4,4,Real Bed,"{TV,Internet,Wifi,Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Outlet covers"",Bathtub,""Changing table"",""High chair"",""Stair gates"",""Children?ôs books and toys"",""Table corner guards"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Host greets you"",""Paid parking on premises""}",195,690,,65,4,4,20,5,1,43309,100,0.06
563682,2460218,N/A,N/A,Centrum-West,Amsterdam,1013,52.3819,4.88901,House,Entire home/apt,4,2,3,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",250,1800,,70,1,10,30,2,0,42985,100,0.03
564826,2778131,within an hour,1,De Pijp - Rivierenbuurt,Amsterdam,1073,52.35555,4.90146,Apartment,Entire home/apt,3,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Paid parking off premises"",""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}",150,650,2645,25,1,4,30,15,1,43311,98,0.19
565735,2040542,within a day,0.8,Centrum-Oost,Amsterdam,1017ET,52.36368,4.8938,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{Wifi,""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron}",175,,,40,3,6,365,111,27,43503,92,1.38
568005,2794849,within an hour,1,Zuid,Amsterdam,1071,52.35217,4.88042,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""BBQ grill"",""Patio or balcony"",""Well-lit path to entrance""}",140,600,2504,25,2,2,1125,55,0,42869,99,0.69
